"","proj","AUC","Brier","Chi","Pval"
"1","4Dnest",0.796290571042971,0.153507096020806,0.0170964128494182,0.137944309609757
"2","accumulo",0.818823499519451,0.130937836124078,0.0233038468161027,5.84666633218767e-07
"3","ace",0.766053800729051,0.157967893962622,0.010872933793526,0.0223544113274401
"4","activemq-cpp",0.795527671566188,0.156671666178984,0.0637260613858087,1.33928778067727e-08
"5","Activiti",0.816326877234844,0.126109009810009,0.00489821516629601,0.0423370952277742
"6","adempiere",0.669913400163149,0.132653714342572,0.0251326949824331,0.000652904831285661
"7","adobe-flex-pmd",0.818173494402717,0.160352260029051,0.00443826680235957,0.415924858619836
"8","aio-portal",0.689564941628183,0.0909736090007109,0.00599828484096963,0.21346896692044
"9","ajaxplorer",0.832554816211619,0.054475793055983,0.00209253664720432,0.48272422340996
"10","ajaxplorer-core",0.840910149651767,0.0310524060783462,0.00134990344731937,0.551274162055002
"11","AKeyboard",0.896764751776763,0.109470288667815,0.0391499081632288,4.1282088858452e-11
"12","akvo-flow",0.820124845765982,0.122665102915767,0.0190628442249303,5.28561426049734e-06
"13","Alitheia-Core",0.655177134076658,0.151022160197031,0.00435391054061831,0.302230572563911
"14","ambari",0.743923932017471,0.136070822913764,0.00146880787523756,0.1504208326614
"15","amcat",0.803727855015356,0.167753259096049,0.000273250244687959,0.706457741392452
"16","amuse",0.794944214315274,0.154200213544582,0.029983440469913,3.73074942050522e-08
"17","andors-trail",0.832527401120514,0.124170490787518,0.0204849642129069,0.0845909817113846
"18","android",0.759139427306941,0.13813582427204,0.0262184919087851,0.0155169659469361
"19","android_build",NA,NA,NA,NA
"20","android_dalvik",0.893832023215044,0.0883494490460167,0.0354503862823426,2.27463213042789e-07
"21","android_packages_apps_Calendar",NA,NA,NA,NA
"22","android_packages_apps_Contacts",0.943259418168949,0.0793732124681969,0.0397110287761465,4.33042490755042e-12
"23","android_packages_apps_DeskClock",0.952080988904686,0.0495080595283586,0.0127150353502434,0.00192949593781411
"24","android_packages_apps_Dialer",0.891480257886546,0.1034228165065,0.0343207304186992,0.0152805871217283
"25","android_packages_apps_Phone",0.924716043134798,0.0577100184903949,0.0503688378667808,2.11494177726479e-09
"26","android_packages_apps_Settings",0.92952304614242,0.0661391347981863,0.0250574553856223,1.60080508875282e-05
"27","android_packages_apps_Trebuchet",0.928991273456333,0.081828421828256,0.00384346227349479,0.0502201221184942
"28","android_system_core",NA,NA,NA,NA
"29","android-arabic-reader",0.859285713052261,0.0836156002151824,0.0144340338658819,3.57313006176252e-05
"30","AndroidTD",0.770307281503723,0.177651156625703,0.0179250613699278,0.117797297017448
"31","anjuta",0.901931693560204,0.0947543468502004,0.0138444854736046,3.43090976595573e-06
"32","anki",0.804127095030985,0.143858426452123,0.0238118687439006,8.03294854824221e-05
"33","ANNIS",0.744306541111461,0.154262429556182,0.0159079025173614,0.00228816233543983
"34","AntiCheat",0.840325109426909,0.163418667733256,0.0160776989275127,0.0941015994575262
"35","apache-hosted-cassandra",0.79008505635773,0.128472940245463,0.0292620944252676,2.40538434725934e-08
"36","apache-tomcat-8",0.734356930229837,0.160671973403088,0.0700668448830215,5.61772850460329e-14
"37","apc_b2g_build",NA,NA,NA,NA
"38","App-Inventor-Gallery",0.764698800674164,0.154810848829264,0.0138788546710676,0.244710909619609
"39","appfuse",NA,NA,NA,NA
"40","application",0.792285899193326,0.113662347171302,0.000626594379486714,0.631529968689844
"41","archiva",0.78590086180764,0.144431855348295,0.165524200631034,0
"42","ardupilot-mega",0.844205098513844,0.0807222172493578,0.0337723651450972,1.2648022640338e-07
"43","ares-project",0.844958237027571,0.0343491543618722,0.0122405728403831,0.0508570903177082
"44","aries",0.774765094940668,0.0895492511687345,0.00230218942440293,0.365927678241751
"45","arquillian-graphene",0.808716920958671,0.136203836742472,0.000996675661531997,0.7069788370819
"46","astridclone",0.745566047901412,0.182256184830787,0.0542482188053271,3.14809500689961e-09
"47","atlas",0.796160211272099,0.1115892572844,0.00065487130123152,0.517361942419029
"48","atmosphere",0.734231126756519,0.192789027039354,0.130867472657078,1.11022302462516e-15
"49","aura",0.945399280818684,0.0729458287435172,0.0318881928787478,0
"50","Auto-B-Day",0.783230122296853,0.152056132436457,0.000415897817611591,0.840296628378641
"51","autopsy",0.838824674168973,0.126536170570333,0.0797717113117382,0
"52","autotest",0.765946037621084,0.157725931929687,0.0149415534140138,4.94692685926168e-07
"53","avian",0.822863905049441,0.153499126666256,0.00506592016579012,0.0421418546570594
"54","babble",0.790444772045304,0.122504575526953,0.007907926305131,0.00979004288815377
"55","bagit-java",0.94364682685511,0.0373684420291434,0.0214721371046229,0.00277117398082727
"56","bandwidth-on-demand",0.79924030633014,0.146211643625051,0.00111098810279917,0.36184196697776
"57","barry",0.836598060117002,0.0660433009019493,0.00400317949826316,0.343448180738817
"58","basex-all",0.815241223242859,0.174960757254495,0.00140563928312841,0.240236798372217
"59","BatooJPA",0.818517336827415,0.172241326639474,0.000622748683226008,0.73660408030715
"60","beagle",0.751173038501703,0.163686458098211,0.120648098922613,0
"61","big-data-plugin",0.84847022245706,0.110575887494281,0.00189474840255305,0.531488369594235
"62","bigbluebutton",0.792995642685261,0.077004749757104,0.00300079754614707,0.093245173263145
"63","biojava",0.743210642611565,0.175615833487121,0.0774091220304341,3.51940698806175e-14
"64","biosources-test-subtree",0.719159800424171,0.183336314615064,0.219770844051725,0
"65","bison",0.743507976645372,0.100970331947788,0.0917628784787502,3.328371611655e-08
"66","bitrig-xenocara",0.787380800078254,0.0909604312267548,0.073034038200726,1.25178756249511e-09
"67","blacktie",0.753661357402528,0.109992326938463,0.0113331028950118,0.0667136299721088
"68","bloatit",0.859752949813309,0.141927049659145,0.0284282290711985,9.57538908274991e-07
"69","blojsom-sourceforge",0.898334617703387,0.0371016975885777,0.102669134285036,4.80246240013305e-05
"70","blueprints-seas",0.761658909638094,0.180343817856439,0.0617077535827863,0.0088132053879032
"71","boost",0.701735742729389,0.0511097185208796,0.0234524796408602,0.0521695042732855
"72","bsc-project",0.784943434226829,0.1734663431347,0.13479939715626,0
"73","bw-classic",0.734192382708349,0.111176054361161,0.0162840203988673,0.0341657631259772
"74","caadapter",0.735874762972967,0.0734985694826094,0.0486744875400548,0.00435621725767166
"75","cacique",0.784545460412291,0.0575543294674567,0.0505604597617891,0.00229764527034815
"76","cadmium",0.83284296293143,0.132385617651392,0.0261447304480228,0.0623781606954132
"77","cadpage",0.72905186661341,0.206679994633509,0.00991689534834121,0.00407241152065996
"78","caleydo",0.973827864202709,0.0255099697446301,0.000426125748952398,0.634985715381947
"79","camlistore",0.785763302539727,0.0894841932000217,0.00177516337688897,0.447113142392516
"80","camod",0.829603016558822,0.0823320640205162,0.00167120688515599,0.299960401695654
"81","camunda-bpm-platform",0.79854563437803,0.141844611289655,0.057183755745179,8.88178419700125e-16
"82","candlepin",0.818796167987519,0.146063003340674,0.0168756652969058,1.31290788452088e-06
"83","capdemat",0.795096716040733,0.121798448445495,0.0655405492238047,7.78724709160628e-08
"84","carat",0.746938810933263,0.195205964272014,0.203488605642069,8.54928383642317e-09
"85","carrot2",0.787325395165237,0.0768739441290765,0.0453221485002888,1.59890726603162e-05
"86","cartoweb3",0.754234760520078,0.0928686716005412,0.0175883218292764,0.0195342717289446
