"","name","atlas","crtools","dasher","dltk","eclipse","framework","gradecraft-development","jetty-plugin-support","jetty-spdy","lenskit","Linuxbog","mlt","oi-userland","packages_apps_Camera","playframework","riot","scalaris","thinkparity","wala-mirror","xrootd"
"1","atlas",0.110899332077724,0.118126015026745,0.160869212145828,0.0345672084509935,0.0681663004528565,0.21667406595348,0.15194780969202,0.236570060522388,0.23011256978217,0.175308379873519,0.0696515428957455,0.206737725907521,0.0451262943321516,0.158543859321463,0.0627609366403545,0.152419905783531,0.126939680078142,0.283291069905079,0.0935050975509756,0.157088508797054
"2","crtools",0.14619447262366,0.0268733530173327,0.210863422059355,0.00263739955518288,0.00962253877277844,0.225163906436919,0.190997068015221,0.0758578604717345,0.297009956868848,0.169937780156318,0.00758978322129221,0.243619823396144,0.016860762881557,0.185282274093856,0.0444696282372956,0.181915540092913,0.0254600276245057,0.265775554009987,0.00653135749981284,0.182406663153058
"3","dasher",0.180356336662661,0.0806011529185197,0.115610205185491,0.272975561481272,0.196055736424038,0.193078991435246,0.25775339728678,0.242807113121738,0.219890799479054,0.175281151345612,0.0550876975604108,0.202852585324221,0.239732223709271,0.155318927519795,0.121708458395635,0.151078219109117,0.140746239635091,0.376114853779426,0.23851856872197,0.201060641107938
"4","dltk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","eclipse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","framework",0.116521168858076,0.0444812402792283,0.158404124677214,0.0229046928627768,0.0412066451239406,0.129723920374254,0.14650341995895,0.10591233742895,0.186943522117455,0.167802286959039,0.0163550601183757,0.210641931489459,0.0452565160942513,0.158802867496676,0.11127970857636,0.137108249908666,0.0433558749658513,0.212791356301697,0.0524850879643904,0.173450291931812
"7","gradecraft-development",0.109366863817576,0.110482320914516,0.188687801955098,0.0400443807076299,0.0528231804877457,0.199835518442685,0.127678325737404,0.113852635460914,0.213906961407394,0.136523338330755,0.0565017051585237,0.180043425858174,0.0330129363041302,0.144134271893658,0.0448181402341629,0.130570150842981,0.118529907092415,0.174380550429164,0.0814167070420552,0.141036301369681
"8","jetty-plugin-support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","jetty-spdy",0.142490095379489,0.0972507294962385,0.130331846240668,0.223011802834838,0.145581900762918,0.152139074963882,0.212329919898602,0.124505919403946,0.151803505329967,0.161447086622955,0.0459620626047426,0.199155048079944,0.213303331899398,0.140324945009559,0.0951631772663212,0.136498135218822,0.165217389269898,0.32065572601152,0.217890425723689,0.177726102493047
"10","lenskit",0.123443311207487,0.22609510997854,0.14811717387067,0.114714234123939,0.11637911803674,0.167089215811432,0.147582843095959,0.118298538281178,0.177402530576376,0.11317193325787,0.0737742275892318,0.197770832509463,0.135826029317865,0.131140190537004,0.0764940308448067,0.131689015425729,0.194815383607974,0.181202511064133,0.167664284061205,0.158905233309822
