"","proj","AUC","Brier","Chi","Pval"
"203","chisimba",0.666050239954157,0.189041329449393,0.195425802820365,0
"204","chukwa",0.805357909763234,0.158119736936888,0.142366478809701,2.24501974542823e-05
"205","Chunky",0.733422766278957,0.175673207908397,0.248420099519463,5.22548731196615e-06
"207","cinder_base",0.860387478141877,0.0787331085518224,0.549324908623398,0
"209","Citizens",0.809838545580284,0.160483105665652,0.120603479079656,3.07759883865222e-05
"210","ClassyGames",0.787843375108902,0.178304328327713,0.126365482683671,6.35412081744224e-05
"211","clever",0.789394061903474,0.154017431922499,0.167675081794317,0
"212","clocc",0.765109378709862,0.116111310369219,0.0891555018429927,5.34547787145456e-08
"214","Cloudify-iTests",0.686027897061713,0.182772989610307,0.229008672083604,0
"215","cloudify-widget",0.785346723955317,0.153007200143561,0.10090027051812,1.08961487612635e-05
"216","cloud-odata-java",0.775068618491281,0.151274753237661,0.291639147100918,0
"217","cloudreader",0.811576235074994,0.169815246438124,0.234917808592487,0
"220","cmu-sphinx4",0.760616768393137,0.164600427771905,0.114232234448791,1.27675647831893e-14
"221","coastal-hazards",0.832260880666198,0.0984523148946123,0.493932729973034,0
"222","cobbler",0.780311679229338,0.126029867023689,0.208391360092279,0
"225","cocos2dx-js-callbacks",0.809416355481685,0.161851705344941,0.340689230415019,0
"226","coge",0.708835353870096,0.137644603371217,0.178517177061478,0
"227","collectd",NA,NA,NA,NA
"230","Colloquy",0.774013959481197,0.157187992657161,0.152947716550286,0
"232","com",0.713778734654812,0.159131522250914,0.177994734017365,0
"233","commonsense-frontend",0.840838906763694,0.1632995964885,0.157496081649045,1.62179667806406e-07
"234","commons-lang",0.808699274123892,0.168459275450664,0.0836553670441786,0
"235","commons-math-optimizers",0.790690094265785,0.14694936805697,0.0402184789033704,1.93856631081069e-07
"236","commons-vfs",0.686708995389276,0.156599227205934,0.14725974810428,0.00462844933755258
"237","console",0.797931353283423,0.152722897198569,0.167185173871815,0
"244","Contiki-IDS",0.693189643586832,0.172617750888125,0.146264354061844,0
"249","continuum",0.778085731027062,0.104948691462744,0.0457168666789749,5.38872029887116e-07
"251","core",0.808773954787965,0.135401449476293,0.236788643394541,0
"252","core-geonetwork",0.781677938294799,0.137885171750084,0.207652294834248,0
"255","corsix-th",0.815216805728386,0.167920278895031,0.0224288029450041,0.000102297471910706
"256","cosmo",0.755085683995238,0.193663898173475,0.108852131661774,5.55111512312578e-16
"259","coweb",0.828832423091196,0.132489484080151,0.346450044218954,2.1266821637056e-10
"260","cpu-bitminer",0.770712524885744,0.11838968806154,0.291903687407318,0
"261","crtmpserver",0.818865212117254,0.163571072283672,0.23631545244114,8.16612000242856e-10
"262","crtmpserver-os_x",0.841151966520616,0.152603740338071,0.360769846316309,5.6621374255883e-15
"263","crtools",0.716544822330692,0.0272963349074692,0.0582723031556395,0.0071425943194342
"264","cruisecontrol",0.774011163363454,0.137795606420011,0.0244885546944367,0.000540618428212514
"266","crux-framework",0.791680899067006,0.0816759764214529,0.0284457749579924,0.00142494036901519
"267","CS143-Project",0.79061048820767,0.164283467206779,0.149694210300269,1.58672536924032e-05
"269","csft5",0.737054942132067,0.207752140441376,0.071230169947187,1.272566352295e-08
"270","csipsimple",0.783460701454564,0.18499329296,0.00540816454583311,0.0913208665457651
"271","csolve",0.777777839316132,0.136910324466915,0.211967360486749,0
"275","ctags",0.791888279665235,0.0837642383192283,0.178336061057208,0
"277","CVC4",0.823952128424903,0.168674023898055,0.122162624704439,0
"278","cyberdojo",0.732571458160441,0.0940673677600291,0.140543683253654,5.55111512312578e-16
"279","cyklotron",NA,NA,NA,NA
"280","cytoscape2",0.768486998620155,0.157152882777818,0.0768349980475117,2.97539770599542e-14
"281","cytoscape-impl",0.782880511286411,0.183863799718438,0.175171703416285,0
"285","dANN",0.757254014028375,0.192281782542431,0.143335588015226,4.24381262384976e-05
"287","dasher",0.884117271628423,0.111928918285377,0.281201854065323,0
"288","databus",0.828545500156875,0.130029547522812,0.335740188650046,1.60990332176425e-10
"289","datahappi",0.734857114020377,0.194992485147811,0.064774467692474,0.0150458168538466
"291","dbflute",NA,NA,NA,NA
"292","DBS",0.761886567803672,0.153122817093978,0.0700795778571998,1.04659614308389e-11
"293","dcache",0.752989282740644,0.139933252789588,0.145442636528251,0
"294","ddb-next",NA,NA,NA,NA
"295","ddd",0.817090280047671,0.149203078928524,0.00812225326883406,0.0058952773859986
"298","deegree3",0.739487910934307,0.155354454640854,0.414766351722705,0
"300","delving",0.792820434544231,0.0971469625099326,0.0119020551243195,0.0439657626269874
"301","Demigods",0.763337051893123,0.17604266859116,0.0963640225377137,3.43880479647396e-12
"302","Denizen",0.779478280225218,0.183818897108144,0.144362170022245,0
"303","derby",0.732256172292849,0.143732661877744,0.293779173916642,0
"304","development",0.893050608304746,0.0356841471255229,0.594906734847305,0
"308","dimple",0.827765049182475,0.147826732623102,0.19283328225635,0
"309","directory-shared",0.727824209479994,0.200049881467443,0.400761973568268,0
"310","directory-studio",0.805323153641796,0.113382221938725,0.060826800264534,3.70967367935293e-10
"313","DMDirc",0.865173740169032,0.147654618809204,0.18284850448246,0
"315","dnd",0.753167587677308,0.182316373280071,0.115896232006053,0.000224655906271187
"316","Docear",0.779864029142066,0.143607593000241,0.14307362926462,0
"317","dojox",0.803398856137074,0.177679073036285,0.593580567877031,0
"318","dojox-oldmirror",0.812436455065528,0.174631416159171,0.597249573868785,0
"319","domjudge",0.745233533252444,0.132482662030045,0.0905575824622671,1.39129818776951e-11
"320","dotCMS",0.811762198899856,0.108000162318335,0.0844619656650014,0
"322","dresdenocl",0.876714523597415,0.0474696098144531,0.0742209930122735,0.000974800583562474
"327","drools",0.76178693599373,0.153784760359076,0.0322780183264244,1.8935612600135e-06
"328","druid",0.862781587855599,0.117109163340429,0.529738508659162,0
"329","DSpace",0.826521666623983,0.100927608347236,0.558979814215906,0
"330","DSpace-SVN-Deprecated",0.879658767945855,0.0966241449570647,0.721003472720977,0
"333","eclipse",NA,NA,NA,NA
"339","ecologylabFundamental",0.701523814943908,0.201659121350577,0.0872297623706573,9.35882807917565e-08
"344","elasticsearch",0.802965632335599,0.157474223467489,0.199032638606915,0
"345","Electric-Expansion",0.8174162519056,0.170161511232821,0.17539787089336,2.77890730426833e-08
"351","EMS",0.876894617895582,0.122996492882138,0.0945712392819707,0.000462889095387276
"352","emul",0.819096855188389,0.148383788100024,0.327019247433113,0
"353","encog-java-core",0.741047383241911,0.166689324096288,0.0387683874855801,0.000128920415746969
"354","encuestame",0.840513776911717,0.152772005958802,0.450269440433545,0
"355","EnderIO",0.843682748635933,0.138865200555155,0.185931495808377,0
"356","enkive",0.800059155225876,0.164665747852143,0.196699652969574,2.32510163344912e-07
"358","errai",0.822052614140039,0.164765576604973,0.281901403463394,0
"359","escidoc-core",0.742132243181724,0.146468058495714,0.0259034119845732,0.00215365933073963
"360","Essentials",0.759459355397119,0.1500564760348,0.317925661445135,0
"362","Etoile",0.745297925677182,0.168896899981222,0.259306258101808,0
"363","etoile",0.786011538448137,0.146662178778335,0.467408651282886,0
"366","evolution-data-server",0.774425672001895,0.154338728762719,0.209458519483204,0
"367","experiment",0.883981412426683,0.116476983274251,0.135171057813453,0
"368","exponent-cms",0.740204555018072,0.163584852925786,0.15080421928304,0
"371","faaa_project",0.847707847159048,0.144629335322477,0.276975358282172,8.54616377665707e-12
"373","fbc",0.792946794978408,0.159575440503729,0.127818095086501,0
"376","fcrepo",0.793352227101072,0.16406020815711,0.119020321035447,2.56077059748172e-05
"377","fcrepo-before33",0.774290981422385,0.143086994523462,0.665859200144354,0
"378","fcrepo-historical",0.779087228112981,0.138555137643592,0.684374008981487,0
"379","featurehouse",0.699909448253673,0.172149792812214,0.184381919267198,0.000332392136600967
"380","felix",0.756022279391546,0.10988997339626,0.197512372174801,0
"382","FermaNext",0.800222691416673,0.183781640958719,0.0302031352580803,0.0410643936439812
"383","fitnesse",0.804748366295959,0.121876091362427,0.169927748206118,0
"384","fixmystreet",0.745551321612926,0.103860805373823,0.140509440794287,0
"385","flamingo",0.684796501608707,0.184282988550974,0.431959165610774,0
"390","fop",0.7636274791747,0.177104117535974,0.347695610648305,0
"391","fossology",0.686559363485366,0.179461704949386,0.21666430908842,0
"393","FProj_Gruppe48",0.781961004729386,0.162541903349053,0.0510880569053396,0.0147420053783263
"394","framework",0.829426890680914,0.129690191325562,0.167567159268702,0
"395","FrameworkBenchmarks",0.749768328290239,0.138079456444112,0.379703809281779,0
"396","frameworks_av",0.900047995193912,0.0827108254627786,0.23761590875646,0
"399","freeplane",0.820351008615145,0.0798816177301553,0.414843453279656,0
"400","FreeRDP",0.793188975463818,0.142076778153934,0.22836334182165,0
"402","fritzing",0.771820578366808,0.14701471118932,0.0800081888998258,6.62359056491368e-13
"403","Frost",0.749522578079916,0.203031600262054,0.0980952340966651,3.91987553527429e-11
"404","frostwire-desktop",0.806150172409148,0.149376693513311,0.330795860858641,0
