"","name","wilcoxP","cdEst","cdMag"
"405","NME",0.988303040685351,-0.00193951347797502,"negligible"
"406","nokogiri",0.942676547194307,0.000782380013149243,"negligible"
"407","Nova_TM_CT0",0.362492550253182,0.0271115494192417,"negligible"
"408","nqp",0.592623539903347,-0.0182774490466798,"negligible"
"409","nutz",4.40404904840176e-07,0.157072101687486,"small"
"410","nuxeo-core",0.371615099555507,-0.029528818759588,"negligible"
"411","odamex",3.57043608282091e-07,-0.161284242822704,"small"
"412","ode",0.0642310558120265,0.0566162612316458,"negligible"
"413","ogre",0.787028024945831,0.00700635546789393,"negligible"
"414","ojs",0.598332302132231,0.0150624589086128,"negligible"
"415","okapi",3.50993597423692e-36,0.392822704361166,"medium"
"416","olibc",0.0668470743912074,-0.0590138067061144,"negligible"
"417","olsrd",0.750543202086623,0.00850536927460004,"negligible"
"418","omar",0.0361786243531165,-0.0672452333990795,"negligible"
"419","OmegaT",0.157986781192759,0.0428446197676967,"negligible"
"420","onebusaway-nyc",0.000606703340860527,0.106169186938418,"negligible"
"421","opal",0.0148328862289903,0.0750076703922858,"negligible"
"422","Open-Transactions",0.809562460417977,0.00609029147490686,"negligible"
"423","openafs-netbsd5",0.000446696186078814,0.10873986412448,"negligible"
"424","openbabel",0.995655280952199,-0.00165023011176857,"negligible"
"425","OpenBabel-BFGS",0.673066729709525,0.0117707648476879,"negligible"
"426","openbox_sdk",0.985184172321587,-0.00206443129520053,"negligible"
"427","opencv",1.11504982108518e-12,0.221895682664913,"small"
"428","OpenDSA",0.312276489513507,0.0302432610124918,"negligible"
"429","opendylan",0.971041423841943,-0.000335305719921105,"negligible"
"430","openfire",0.0257984614919041,0.0685119438965593,"negligible"
"431","openjpa",0.00581336466179874,0.0851106728029805,"negligible"
"432","openmalaria",0.00722049878137196,0.0828577690116152,"negligible"
"433","openmrs-core",0.263700353469026,0.0336094674556213,"negligible"
"434","openmrs-module-webservices",0.872764178530897,-0.00650668419899189,"negligible"
"435","opennaas",0.976942664300385,-0.00238439623055008,"negligible"
"436","opennebula-torino",1.33398336946405e-38,0.406427788735481,"medium"
"437","openpilot",0.707119561692355,0.0103199649353496,"negligible"
"438","OpenPilot",0.782627598892781,0.00718387026079334,"negligible"
"439","openrdf-sesame",1.73174079753101e-19,0.28198553583169,"small"
"440","OpenSAN",0.0635306388171997,0.0567740521586675,"negligible"
"441","OpenSees",6.29263524134098e-16,0.252294543063774,"small"
